Datum,Plats,Temp,Luftfuktighet
2016-10-13 5:57,Inne,22,25
2016-10-13 5:57,Inne,22,25
2016-10-13 5:57,Ute,7.1,64
2016-10-13 5:57,Ute,7.2,64
2016-10-13 5:58,Inne,21.9,25
2016-10-13 5:58,Inne,22,25
2016-10-13 5:58,Inne,22,25
2016-10-13 5:58,Ute,7.1,64
2016-10-13 5:58,Ute,7.1,64
2016-10-13 5:58,Ute,7.1,64
2016-10-13 5:59,Inne,21.9,25
2016-10-13 5:59,Inne,22,25
2016-10-13 5:59,Inne,22,25
2016-10-13 5:59,Ute,7.1,64
2016-10-13 5:59,Ute,7.1,64
2016-10-13 5:59,Ute,7.1,64
2016-10-13 6:00,Inne,21.9,25
2016-10-13 6:00,Inne,22,25
2016-10-13 6:00,Inne,22,25
2016-10-13 6:00,Ute,7.1,64
2016-10-13 6:00,Ute,7.1,64
2016-10-13 6:01,Inne,21.9,25
2016-10-13 6:01,Inne,22,25
2016-10-13 6:01,Inne,22,25
2016-10-13 6:01,Ute,7.1,64
2016-10-13 6:01,Ute,7.1,64
2016-10-13 6:02,Inne,21.9,25
2016-10-13 6:02,Inne,22,25
2016-10-13 6:02,Inne,22,25
2016-10-13 6:02,Ute,7.1,64
2016-10-13 6:02,Ute,7.1,64
2016-10-13 6:03,Inne,21.9,25
2016-10-13 6:03,Inne,22,25
2016-10-13 6:03,Inne,22,25
2016-10-13 6:03,Ute,7.1,64
2016-10-13 6:03,Ute,7.1,64
2016-10-13 6:04,Inne,21.9,25
2016-10-13 6:04,Inne,22,25
2016-10-13 6:04,Inne,22,25
2016-10-13 6:04,Ute,7.1,64
2016-10-13 6:04,Ute,7.1,64
2016-10-13 6:04,Ute,7.1,64
2016-10-13 6:05,Inne,21.9,25
2016-10-13 6:05,Inne,22,25
2016-10-13 6:05,Inne,22,25
2016-10-13 6:05,Ute,7.1,64
2016-10-13 6:05,Ute,7.1,64
2016-10-13 6:06,Inne,21.9,25
2016-10-13 6:06,Inne,22,25
2016-10-13 6:06,Inne,22,25
2016-10-13 6:06,Ute,7.1,64
2016-10-13 6:06,Ute,7.1,64
2016-10-13 6:06,Ute,7.1,64
2016-10-13 6:07,Inne,21.9,25
2016-10-13 6:07,Inne,22,25
2016-10-13 6:07,Inne,22,25
2016-10-13 6:07,Ute,7.1,64
2016-10-13 6:07,Ute,7.1,64
2016-10-13 6:07,Ute,7.1,64
2016-10-13 6:08,Inne,21.9,25
2016-10-13 6:08,Inne,22,25
2016-10-13 6:08,Inne,22,25
2016-10-13 6:08,Ute,7.1,64
2016-10-13 6:08,Ute,7.1,64
2016-10-13 6:09,Inne,21.9,25
2016-10-13 6:09,Inne,22,25
2016-10-13 6:09,Inne,22,25
2016-10-13 6:09,Ute,7.1,64
2016-10-13 6:09,Ute,7.1,64
2016-10-13 6:10,Inne,21.9,25
2016-10-13 6:10,Inne,22,25
2016-10-13 6:10,Inne,22,25
2016-10-13 6:10,Ute,7.1,64
2016-10-13 6:10,Ute,7.1,64
2016-10-13 6:11,Inne,21.9,25
2016-10-13 6:11,Inne,22,25
2016-10-13 6:11,Inne,22,25
2016-10-13 6:11,Ute,7.1,64
2016-10-13 6:11,Ute,7.1,64
2016-10-13 6:12,Inne,21.9,25
2016-10-13 6:12,Inne,22,25
2016-10-13 6:12,Inne,22,25
2016-10-13 6:12,Ute,7.1,64
2016-10-13 6:12,Ute,7.1,64
2016-10-13 6:13,Inne,21.9,25
2016-10-13 6:13,Inne,22,25
2016-10-13 6:13,Inne,22,25
2016-10-13 6:13,Ute,7.1,64
2016-10-13 6:13,Ute,7.1,64
2016-10-13 6:14,Inne,21.9,25
2016-10-13 6:14,Inne,22,25
2016-10-13 6:14,Inne,22,25
2016-10-13 6:14,Ute,7.1,64
2016-10-13 6:14,Ute,7.1,64
2016-10-13 6:14,Ute,7.1,64
2016-10-13 6:15,Inne,21.9,25
2016-10-13 6:15,Inne,22,25
2016-10-13 6:15,Inne,22,25
2016-10-13 6:15,Ute,7.1,64
2016-10-13 6:15,Ute,7.1,64
2016-10-13 6:16,Inne,22.1,25
2016-10-13 6:16,Inne,22.1,25
2016-10-13 6:16,Inne,22.2,25
2016-10-13 6:16,Ute,7.1,65
2016-10-13 6:16,Ute,7.1,65
2016-10-13 6:16,Ute,7.1,65
2016-10-13 6:17,Inne,21.9,25
2016-10-13 6:17,Inne,22,25
2016-10-13 6:17,Inne,22,25
2016-10-13 6:17,Ute,7.1,65
2016-10-13 6:18,Inne,21.9,25
2016-10-13 6:18,Inne,22,25
2016-10-13 6:18,Inne,22,25
2016-10-13 6:18,Ute,7.1,65
2016-10-13 6:18,Ute,7.1,65
2016-10-13 6:19,Inne,21.9,25
2016-10-13 6:19,Inne,22,25
2016-10-13 6:19,Inne,22,25
2016-10-13 6:19,Ute,7.1,65
2016-10-13 6:20,Inne,21.9,25
2016-10-13 6:20,Inne,22,25
2016-10-13 6:20,Inne,22,25
2016-10-13 6:20,Ute,7.1,65
2016-10-13 6:20,Ute,7.1,65
2016-10-13 6:21,Inne,22,24
2016-10-13 6:21,Inne,22,24
2016-10-13 6:21,Inne,22,24
2016-10-13 6:21,Ute,7.1,65
2016-10-13 6:21,Ute,7.1,65
2016-10-13 6:22,Inne,22,24
2016-10-13 6:22,Inne,22,24
2016-10-13 6:22,Ute,7.1,65
2016-10-13 6:22,Ute,7.1,65
2016-10-13 6:23,Inne,22,24
2016-10-13 6:23,Inne,22,24
2016-10-13 6:23,Inne,22,24
2016-10-13 6:23,Ute,7.1,65
2016-10-13 6:23,Ute,7.1,65
2016-10-13 6:23,Ute,7.1,65
2016-10-13 6:24,Inne,22,24
2016-10-13 6:24,Inne,22,24
2016-10-13 6:24,Inne,22,24
2016-10-13 6:24,Ute,7.1,65
2016-10-13 6:24,Ute,7.1,65
2016-10-13 6:25,Inne,22,24
2016-10-13 6:25,Inne,22,24
2016-10-13 6:25,Inne,22,24
2016-10-13 6:25,Ute,7.1,65
2016-10-13 6:25,Ute,7.1,65
2016-10-13 6:25,Ute,7.1,65
2016-10-13 6:26,Inne,22,24
2016-10-13 6:26,Inne,22,24
2016-10-13 6:26,Inne,22,24
2016-10-13 6:26,Ute,7.1,65
2016-10-13 6:26,Ute,7.1,65
2016-10-13 6:27,Inne,22,24
2016-10-13 6:27,Inne,22,24
2016-10-13 6:27,Inne,22,24
2016-10-13 6:27,Ute,7.1,65
2016-10-13 6:27,Ute,7.1,65
2016-10-13 6:28,Inne,22,24
2016-10-13 6:28,Inne,22,24
2016-10-13 6:28,Inne,22,24
2016-10-13 6:28,Ute,7.1,65
2016-10-13 6:28,Ute,7.1,65
2016-10-13 6:29,Inne,22,24
2016-10-13 6:29,Inne,22,24
2016-10-13 6:29,Inne,22,24
2016-10-13 6:29,Ute,7.1,65
2016-10-13 6:29,Ute,7.1,65
2016-10-13 6:29,Ute,7.1,65
2016-10-13 6:30,Inne,22,24
2016-10-13 6:30,Inne,22,24
2016-10-13 6:30,Inne,22,24
2016-10-13 6:30,Ute,7.1,65
2016-10-13 6:30,Ute,7.1,65
2016-10-13 6:31,Inne,22,24
2016-10-13 6:31,Inne,22,24
2016-10-13 6:31,Inne,22,24
2016-10-13 6:31,Ute,7.1,65
2016-10-13 6:32,Inne,22,24
2016-10-13 6:32,Inne,22,24
2016-10-13 6:32,Inne,22,24
2016-10-13 6:32,Ute,7.1,65
2016-10-13 6:32,Ute,7.1,65
2016-10-13 6:33,Inne,22,24
2016-10-13 6:33,Inne,22,24
2016-10-13 6:33,Inne,22,24
2016-10-13 6:33,Ute,7.1,65
2016-10-13 6:33,Ute,7.1,65
2016-10-13 6:34,Inne,22,24
2016-10-13 6:34,Inne,22,24
2016-10-13 6:34,Inne,22,24
2016-10-13 6:34,Ute,7.1,65
2016-10-13 6:34,Ute,7.1,65
2016-10-13 6:35,Inne,22,24
2016-10-13 6:35,Inne,22,24
2016-10-13 6:35,Inne,22,24
2016-10-13 6:35,Ute,7.1,65
2016-10-13 6:35,Ute,7.1,65
2016-10-13 6:36,Inne,22,24
2016-10-13 6:36,Inne,22,24
2016-10-13 6:36,Inne,22,24
2016-10-13 6:36,Ute,7.1,65
2016-10-13 6:36,Ute,7.1,65
2016-10-13 6:37,Inne,22,24
2016-10-13 6:37,Inne,22,24
2016-10-13 6:37,Inne,22,24
2016-10-13 6:37,Ute,7.1,65
2016-10-13 6:37,Ute,7.1,65
2016-10-13 6:38,Inne,22,24
2016-10-13 6:38,Inne,22,24
2016-10-13 6:38,Inne,22,24
2016-10-13 6:38,Ute,7.1,65
2016-10-13 6:38,Ute,7.1,65
2016-10-13 6:38,Ute,7.1,65
2016-10-13 6:39,Inne,22,24
2016-10-13 6:39,Inne,22,24
2016-10-13 6:39,Ute,7.1,65
2016-10-13 6:39,Ute,7.1,65
2016-10-13 6:40,Inne,22,24
2016-10-13 6:40,Inne,22,24
2016-10-13 6:40,Inne,22,24
2016-10-13 6:40,Ute,7.1,65
2016-10-13 6:40,Ute,7.1,65
2016-10-13 6:41,Inne,22,24
2016-10-13 6:41,Inne,22,24
2016-10-13 6:41,Inne,22,24
2016-10-13 6:41,Ute,7,65
2016-10-13 6:42,Inne,22,24
2016-10-13 6:42,Inne,22,24
2016-10-13 6:42,Inne,22,24
2016-10-13 6:42,Ute,7,64
2016-10-13 6:42,Ute,7,64
2016-10-13 6:43,Inne,22,24
2016-10-13 6:43,Inne,22,24
2016-10-13 6:43,Inne,22,24
2016-10-13 6:43,Ute,7,65
2016-10-13 6:43,Ute,7,65
2016-10-13 6:44,Inne,22,24
2016-10-13 6:44,Inne,22,24
2016-10-13 6:44,Inne,22,24
2016-10-13 6:44,Ute,6.9,64
2016-10-13 6:44,Ute,7,64
2016-10-13 6:44,Ute,7,64
2016-10-13 6:45,Inne,22,24
2016-10-13 6:45,Inne,22,24
2016-10-13 6:45,Inne,22,24
2016-10-13 6:45,Ute,7,64
2016-10-13 6:45,Ute,7,64
2016-10-13 6:46,Inne,22,24
2016-10-13 6:46,Inne,22,24
2016-10-13 6:46,Inne,22,24
2016-10-13 6:46,Ute,6.9,65
2016-10-13 6:46,Ute,7,65
2016-10-13 6:46,Ute,7,65
2016-10-13 6:47,Inne,22,24
2016-10-13 6:47,Inne,22,24
2016-10-13 6:47,Ute,6.9,65
2016-10-13 6:47,Ute,7,65
2016-10-13 6:47,Ute,7,65
2016-10-13 6:48,Inne,22,24
2016-10-13 6:48,Inne,22,24
2016-10-13 6:48,Ute,6.9,65
2016-10-13 6:48,Ute,6.9,65
2016-10-13 6:49,Inne,22,24
2016-10-13 6:49,Inne,22,24
2016-10-13 6:49,Inne,22,24
2016-10-13 6:49,Ute,6.9,65
2016-10-13 6:49,Ute,6.9,65
2016-10-13 6:50,Inne,22,24
2016-10-13 6:50,Inne,22,24
2016-10-13 6:50,Inne,22,24
2016-10-13 6:50,Ute,6.9,65
2016-10-13 6:50,Ute,6.9,65
2016-10-13 6:51,Inne,22,24
2016-10-13 6:51,Inne,22,24
2016-10-13 6:51,Inne,22,24
2016-10-13 6:51,Ute,6.9,65
2016-10-13 6:51,Ute,6.9,65
2016-10-13 6:51,Ute,6.9,65
2016-10-13 6:52,Inne,22,24
2016-10-13 6:52,Inne,22,24
2016-10-13 6:52,Ute,6.9,65
2016-10-13 6:52,Ute,6.9,65
2016-10-13 6:52,Ute,6.9,65
2016-10-13 6:53,Inne,22,24
2016-10-13 6:53,Inne,22,24
2016-10-13 6:53,Inne,22,24
2016-10-13 6:53,Ute,6.9,65
2016-10-13 6:53,Ute,6.9,65
2016-10-13 6:53,Ute,6.9,65
2016-10-13 6:54,Inne,22,24
2016-10-13 6:54,Inne,22,24
2016-10-13 6:54,Inne,22,24
2016-10-13 6:54,Ute,6.9,65
2016-10-13 6:54,Ute,6.9,65
2016-10-13 6:54,Ute,6.9,65
2016-10-13 6:55,Inne,22,24
2016-10-13 6:55,Inne,22,24
2016-10-13 6:55,Inne,22,24
2016-10-13 6:55,Ute,6.9,65
2016-10-13 6:55,Ute,6.9,65
2016-10-13 6:55,Ute,6.9,65
2016-10-13 6:56,Inne,22,24
2016-10-13 6:56,Inne,22,24
2016-10-13 6:56,Inne,22,24
2016-10-13 6:56,Ute,6.9,65
2016-10-13 6:57,Inne,22,24
2016-10-13 6:57,Inne,22,24
2016-10-13 6:57,Ute,6.9,65
2016-10-13 6:57,Ute,6.9,65
2016-10-13 6:58,Inne,22,24
2016-10-13 6:58,Inne,22,24
2016-10-13 6:58,Ute,6.9,65
2016-10-13 6:58,Ute,6.9,65
2016-10-13 6:58,Ute,6.9,65
2016-10-13 6:59,Inne,22,24
2016-10-13 6:59,Inne,22,24
2016-10-13 6:59,Ute,6.9,65
2016-10-13 6:59,Ute,6.9,65
2016-10-13 7:00,Inne,22,24
2016-10-13 7:00,Inne,22,24
2016-10-13 7:00,Inne,22,24
2016-10-13 7:00,Ute,6.9,65
2016-10-13 7:00,Ute,6.9,65
2016-10-13 7:00,Ute,6.9,65
2016-10-13 7:01,Inne,22,24
2016-10-13 7:01,Inne,22,24
2016-10-13 7:01,Inne,22,24
2016-10-13 7:01,Ute,6.9,65
2016-10-13 7:01,Ute,6.9,65
2016-10-13 7:01,Ute,6.9,65
2016-10-13 7:02,Inne,22,24
2016-10-13 7:02,Inne,22,24
2016-10-13 7:02,Ute,6.9,65
2016-10-13 7:02,Ute,6.9,65
2016-10-13 7:02,Ute,6.9,65
2016-10-13 7:03,Inne,22,24
2016-10-13 7:03,Inne,22,24
2016-10-13 7:03,Inne,22,24
2016-10-13 7:03,Ute,6.9,65
2016-10-13 7:03,Ute,6.9,65
2016-10-13 7:03,Ute,6.9,65
2016-10-13 7:04,Inne,22,24
2016-10-13 7:04,Inne,22,24
2016-10-13 7:04,Inne,22,24
2016-10-13 7:04,Ute,6.9,65
2016-10-13 7:05,Inne,22,24
2016-10-13 7:05,Inne,22,24
2016-10-13 7:05,Inne,22,24
2016-10-13 7:05,Ute,7,65
2016-10-13 7:05,Ute,7,65
2016-10-13 7:06,Inne,22,24
2016-10-13 7:06,Inne,22,24
2016-10-13 7:06,Inne,22,24
2016-10-13 7:06,Ute,6.9,65
2016-10-13 7:06,Ute,7,65
2016-10-13 7:06,Ute,7,65
2016-10-13 7:07,Inne,22,24
2016-10-13 7:07,Inne,22,24
2016-10-13 7:07,Inne,22,24
2016-10-13 7:07,Ute,6.9,65
2016-10-13 7:07,Ute,7,65
2016-10-13 7:07,Ute,7,65
2016-10-13 7:08,Inne,22,24
2016-10-13 7:08,Inne,22,24
2016-10-13 7:08,Inne,22,24
2016-10-13 7:08,Ute,7,65
2016-10-13 7:08,Ute,7,65
2016-10-13 7:09,Inne,22,24
2016-10-13 7:09,Inne,22,24
2016-10-13 7:09,Inne,22,24
2016-10-13 7:09,Ute,7,65
2016-10-13 7:10,Inne,22,24
2016-10-13 7:10,Inne,22,24
2016-10-13 7:10,Inne,22,24
2016-10-13 7:10,Ute,6.9,65
2016-10-13 7:10,Ute,6.9,65
2016-10-13 7:11,Inne,22,24
2016-10-13 7:11,Inne,22,24
2016-10-13 7:11,Inne,22,24
2016-10-13 7:11,Ute,6.9,65
2016-10-13 7:11,Ute,6.9,65
2016-10-13 7:12,Inne,22,24
2016-10-13 7:12,Inne,22,24
2016-10-13 7:12,Inne,22,24
2016-10-13 7:12,Ute,6.9,65
2016-10-13 7:12,Ute,6.9,65
2016-10-13 7:13,Inne,22,24
2016-10-13 7:13,Inne,22,24
2016-10-13 7:13,Inne,22,24
2016-10-13 7:13,Ute,6.9,65
2016-10-13 7:13,Ute,6.9,65
2016-10-13 7:14,Inne,22,24
2016-10-13 7:14,Inne,22,24
2016-10-13 7:14,Inne,22,24
2016-10-13 7:14,Ute,6.9,65
2016-10-13 7:15,Inne,22,24
2016-10-13 7:15,Inne,22,24
2016-10-13 7:15,Inne,22,24
2016-10-13 7:15,Ute,6.9,65
2016-10-13 7:15,Ute,6.9,65
2016-10-13 7:15,Inne,22,24
2016-10-13 7:16,Inne,22,24
2016-10-13 7:16,Inne,22,24
2016-10-13 7:16,Ute,6.8,65
2016-10-13 7:16,Ute,6.8,65
2016-10-13 7:16,Ute,6.9,65
2016-10-13 7:16,Inne,22,24
2016-10-13 7:17,Inne,22,24
2016-10-13 7:17,Inne,22,24
2016-10-13 7:17,Ute,6.9,65
2016-10-13 7:17,Ute,6.9,65
2016-10-13 7:17,Ute,6.9,65
2016-10-13 7:18,Inne,22,24
2016-10-13 7:18,Inne,22,24
2016-10-13 7:18,Inne,22,24
2016-10-13 7:18,Ute,6.9,65
2016-10-13 7:18,Ute,6.9,65
2016-10-13 7:18,Ute,6.9,65
2016-10-13 7:18,Inne,22,24
2016-10-13 7:19,Inne,22,24
2016-10-13 7:19,Inne,22,24
2016-10-13 7:19,Ute,6.9,65
2016-10-13 7:19,Ute,6.9,65
2016-10-13 7:20,Inne,22,24
2016-10-13 7:20,Inne,22,24
2016-10-13 7:20,Inne,22,24
2016-10-13 7:20,Ute,6.9,65
2016-10-13 7:20,Ute,6.9,65
2016-10-13 7:20,Ute,6.9,65
2016-10-13 7:20,Inne,22,24
2016-10-13 7:21,Inne,22,24
2016-10-13 7:21,Inne,22,24
2016-10-13 7:21,Ute,6.9,65
2016-10-13 7:21,Ute,6.9,65
2016-10-13 7:21,Ute,6.9,65
2016-10-13 7:21,Inne,22,24
2016-10-13 7:22,Inne,22,24
2016-10-13 7:22,Inne,22,24
2016-10-13 7:22,Ute,6.9,65
2016-10-13 7:22,Ute,6.9,65
2016-10-13 7:22,Inne,22,24
2016-10-13 7:23,Inne,22,24
2016-10-13 7:23,Inne,22,24
2016-10-13 7:23,Ute,6.9,65
2016-10-13 7:23,Ute,6.9,65
2016-10-13 7:23,Inne,22,24
2016-10-13 7:24,Inne,22,24
2016-10-13 7:24,Inne,22,24
2016-10-13 7:24,Ute,6.9,65
2016-10-13 7:24,Ute,6.9,65
2016-10-13 7:24,Inne,22.2,24
2016-10-13 7:25,Inne,22.2,24
2016-10-13 7:25,Inne,22.2,24
2016-10-13 7:25,Ute,6.9,65
2016-10-13 7:25,Ute,6.9,65
2016-10-13 7:25,Ute,6.9,65
2016-10-13 7:25,Inne,22,24
2016-10-13 7:26,Inne,22,24
2016-10-13 7:26,Inne,22,24
2016-10-13 7:26,Ute,6.9,65
2016-10-13 7:26,Ute,6.9,65
2016-10-13 7:26,Ute,6.9,65
2016-10-13 7:26,Inne,22,24
2016-10-13 7:27,Inne,22,24
2016-10-13 7:27,Inne,22,24
2016-10-13 7:27,Ute,6.9,65
2016-10-13 7:27,Ute,6.9,65
2016-10-13 7:27,Inne,22,24
2016-10-13 7:28,Inne,22,24
2016-10-13 7:28,Inne,22,24
2016-10-13 7:28,Ute,6.9,65
2016-10-13 7:28,Ute,6.9,65
2016-10-13 7:28,Inne,22,24
2016-10-13 7:29,Inne,22,24
2016-10-13 7:29,Inne,22,24
2016-10-13 7:29,Ute,6.9,65
2016-10-13 7:29,Ute,6.9,65
2016-10-13 7:29,Inne,22,24
2016-10-13 7:30,Inne,22,24
2016-10-13 7:30,Inne,22,24
2016-10-13 7:30,Ute,6.9,65
2016-10-13 7:30,Ute,6.9,65
2016-10-13 7:30,Ute,6.9,65
2016-10-13 7:30,Inne,22,24
2016-10-13 7:30,Inne,22,24
2016-10-13 7:31,Inne,22,24
2016-10-13 7:31,Ute,6.9,65
2016-10-13 7:31,Ute,6.9,65
2016-10-13 7:31,Inne,22,24
2016-10-13 7:31,Inne,22,24
2016-10-13 7:32,Inne,22,24
2016-10-13 7:32,Ute,7,65
2016-10-13 7:32,Ute,7,65
2016-10-13 7:32,Inne,22,24
2016-10-13 7:33,Inne,22,24
2016-10-13 7:33,Inne,22,24
2016-10-13 7:33,Ute,7,65
2016-10-13 7:33,Inne,22,24
2016-10-13 7:33,Inne,22,24
2016-10-13 7:34,Inne,22,24
2016-10-13 7:34,Ute,7,65
2016-10-13 7:34,Ute,7,65
2016-10-13 7:34,Inne,22,24
2016-10-13 7:34,Inne,22,24
2016-10-13 7:35,Inne,22,24
2016-10-13 7:35,Ute,7,65
2016-10-13 7:35,Inne,22,24
2016-10-13 7:35,Inne,22,24
2016-10-13 7:36,Inne,22,24
2016-10-13 7:36,Ute,7,65
2016-10-13 7:36,Ute,7,65
2016-10-13 7:36,Inne,22.1,24
2016-10-13 7:36,Inne,22.1,24
2016-10-13 7:37,Inne,22.2,24
2016-10-13 7:37,Ute,7,65
2016-10-13 7:37,Inne,22,24
2016-10-13 7:37,Inne,22,24
2016-10-13 7:38,Inne,22,24
2016-10-13 7:38,Ute,7,65
2016-10-13 7:38,Ute,7,65
2016-10-13 7:38,Inne,22.1,24
2016-10-13 7:38,Inne,22.1,24
2016-10-13 7:39,Inne,22.2,24
2016-10-13 7:39,Ute,7,65
2016-10-13 7:39,Ute,7,65
2016-10-13 7:39,Inne,22.1,24
2016-10-13 7:39,Inne,22.1,24
2016-10-13 7:40,Inne,22.2,24
2016-10-13 7:40,Ute,7,65
2016-10-13 7:40,Inne,22.1,24
2016-10-13 7:40,Inne,22.1,24
2016-10-13 7:41,Inne,22.2,24
2016-10-13 7:41,Ute,7,65
2016-10-13 7:41,Ute,7,65
2016-10-13 7:41,Inne,22.1,24
2016-10-13 7:41,Inne,22.1,24
2016-10-13 7:42,Inne,22.2,24
2016-10-13 7:42,Ute,7,65
2016-10-13 7:42,Ute,7,65
2016-10-13 7:42,Inne,22.1,24
2016-10-13 7:42,Inne,22.1,24
2016-10-13 7:43,Inne,22.2,24
2016-10-13 7:43,Ute,7,65
2016-10-13 7:43,Ute,7,65
2016-10-13 7:43,Inne,22.1,24
2016-10-13 7:43,Inne,22.1,24
2016-10-13 7:44,Inne,22.2,24
2016-10-13 7:44,Inne,22.1,24
2016-10-13 7:44,Inne,22.1,24
2016-10-13 7:45,Inne,22.2,24
2016-10-13 7:45,Ute,7,65
2016-10-13 7:45,Ute,7,65
2016-10-13 7:45,Inne,22.1,24
2016-10-13 7:45,Inne,22.1,24
2016-10-13 7:45,Inne,22.2,24
2016-10-13 7:46,Ute,7,65
2016-10-13 7:46,Ute,7,65
2016-10-13 7:46,Inne,22.1,24
2016-10-13 7:46,Inne,22.1,24
2016-10-13 7:46,Inne,22.2,24
2016-10-13 7:47,Ute,6.9,65
2016-10-13 7:47,Ute,7,65
2016-10-13 7:47,Ute,7,65
2016-10-13 7:47,Inne,22.1,24
2016-10-13 7:47,Inne,22.1,24
2016-10-13 7:48,Inne,22.2,24
2016-10-13 7:48,Ute,7,65
2016-10-13 7:48,Ute,7,65
2016-10-13 7:48,Inne,22.1,24
2016-10-13 7:48,Inne,22.1,24
2016-10-13 7:48,Inne,22.2,24
2016-10-13 7:49,Ute,7,65
2016-10-13 7:49,Ute,7,65
2016-10-13 7:49,Inne,22.1,24
2016-10-13 7:49,Inne,22.1,24
2016-10-13 7:49,Inne,22.2,24
2016-10-13 7:50,Ute,7,65
2016-10-13 7:50,Ute,7,65
2016-10-13 7:50,Inne,22.1,24
2016-10-13 7:50,Inne,22.1,24
2016-10-13 7:51,Ute,7,65
2016-10-13 7:51,Inne,22.1,24
2016-10-13 7:51,Inne,22.1,24
2016-10-13 7:51,Inne,22.2,24
2016-10-13 7:52,Ute,6.9,65
2016-10-13 7:52,Ute,7,65
2016-10-13 7:52,Inne,22.1,24
2016-10-13 7:52,Inne,22.1,24
2016-10-13 7:52,Inne,22.2,24
2016-10-13 7:53,Ute,7,65
2016-10-13 7:53,Ute,7,65
2016-10-13 7:53,Inne,22.1,24
2016-10-13 7:53,Inne,22.1,24
2016-10-13 7:54,Inne,22.2,24
2016-10-13 7:54,Ute,6.9,65
2016-10-13 7:54,Ute,7,65
2016-10-13 7:54,Ute,7,65
2016-10-13 7:54,Inne,22.1,24
2016-10-13 7:54,Inne,22.1,24
2016-10-13 7:54,Inne,22.2,24
2016-10-13 7:55,Ute,6.9,65
2016-10-13 7:55,Ute,7,65
2016-10-13 7:55,Ute,7,65
2016-10-13 7:55,Inne,22.1,24
2016-10-13 7:55,Inne,22.1,24
2016-10-13 7:55,Inne,22.2,24
2016-10-13 7:56,Ute,7,65
2016-10-13 7:56,Ute,7,65
2016-10-13 7:56,Inne,22.1,24
2016-10-13 7:56,Inne,22.1,24
2016-10-13 7:56,Inne,22.2,24
2016-10-13 7:57,Ute,7,65
2016-10-13 7:57,Ute,7,65
2016-10-13 7:57,Inne,22.1,24
2016-10-13 7:57,Inne,22.1,24
2016-10-13 7:57,Inne,22.2,24
2016-10-13 7:58,Ute,7,65
2016-10-13 7:58,Ute,7,65
2016-10-13 7:58,Inne,22.1,24
2016-10-13 7:58,Inne,22.1,24
2016-10-13 7:58,Inne,22.2,24
2016-10-13 7:59,Ute,7,65
2016-10-13 7:59,Ute,7,65
2016-10-13 7:59,Inne,22.1,24
2016-10-13 7:59,Inne,22.1,24
2016-10-13 7:59,Inne,22.2,24
2016-10-13 8:00,Ute,7,65
2016-10-13 8:00,Ute,7,65
2016-10-13 8:00,Inne,22.1,24
2016-10-13 8:00,Inne,22.1,24
2016-10-13 8:00,Inne,22.2,24
2016-10-13 8:01,Ute,7,65
2016-10-13 8:01,Ute,7,65
2016-10-13 8:01,Inne,22.1,24
2016-10-13 8:01,Inne,22.1,24
2016-10-13 8:01,Inne,22.2,24
2016-10-13 8:02,Ute,7,65
2016-10-13 8:02,Ute,7,65
2016-10-13 8:02,Inne,22.1,24
2016-10-13 8:02,Inne,22.1,24
2016-10-13 8:02,Inne,22.2,24
2016-10-13 8:03,Ute,7,65
2016-10-13 8:03,Ute,7,65
2016-10-13 8:03,Inne,22.1,24
2016-10-13 8:03,Inne,22.1,24
2016-10-13 8:03,Inne,22.2,24
2016-10-13 8:04,Ute,7,65
2016-10-13 8:04,Ute,7,65
2016-10-13 8:04,Inne,22.1,24
2016-10-13 8:04,Inne,22.1,24
2016-10-13 8:04,Inne,22.2,24
2016-10-13 8:05,Ute,6.9,65
2016-10-13 8:05,Ute,7,65
2016-10-13 8:05,Ute,7,65
2016-10-13 8:05,Inne,22.1,24
2016-10-13 8:05,Inne,22.1,24
2016-10-13 8:05,Inne,22.2,24
2016-10-13 8:06,Ute,7,65
2016-10-13 8:06,Ute,7,65
2016-10-13 8:06,Inne,22.1,24
2016-10-13 8:06,Inne,22.1,24
2016-10-13 8:06,Inne,22.2,24
2016-10-13 8:07,Ute,7,65
2016-10-13 8:07,Ute,7,65
2016-10-13 8:07,Inne,22.1,24
2016-10-13 8:07,Inne,22.1,24
2016-10-13 8:07,Inne,22.2,24
2016-10-13 8:08,Ute,7,65
2016-10-13 8:08,Ute,7,65
2016-10-13 8:08,Inne,22.1,24
2016-10-13 8:08,Inne,22.1,24
2016-10-13 8:08,Inne,22.2,24
2016-10-13 8:09,Ute,7,65
2016-10-13 8:09,Inne,22.1,24
2016-10-13 8:09,Inne,22.1,24
2016-10-13 8:09,Inne,22.2,24
2016-10-13 8:10,Ute,6.9,65
2016-10-13 8:10,Ute,7,65
2016-10-13 8:10,Inne,22.1,24
2016-10-13 8:10,Inne,22.1,24
2016-10-13 8:10,Inne,22.2,24
2016-10-13 8:11,Ute,7,65
2016-10-13 8:11,Ute,7,65
2016-10-13 8:11,Inne,22.1,24
2016-10-13 8:11,Inne,22.1,24
2016-10-13 8:11,Inne,22.2,24
2016-10-13 8:11,Ute,7,65
2016-10-13 8:12,Ute,7,65
2016-10-13 8:12,Inne,22.1,24
2016-10-13 8:12,Inne,22.1,24
2016-10-13 8:12,Inne,22.2,24
2016-10-13 8:12,Ute,7,65
2016-10-13 8:13,Ute,7,65
2016-10-13 8:13,Inne,22.1,24
2016-10-13 8:13,Inne,22.1,24
2016-10-13 8:13,Inne,22.2,24
2016-10-13 8:13,Ute,7,65
